participant_id,activity,phase,window_id,start_time,end_time,mean_ENMO,sd_ENMO,median_ENMO,mad_ENMO,min_ENMO,max_ENMO,range_ENMO,dom_freq,spectral_entropy,energy_band_1,energy_band_2,energy_band_3,zero_crossing_rate
GOAWE,marche spontanee,1,24,2024-09-19T15:50:25Z,2024-09-19T15:50:29.966667Z,0.0130902642463755,0.302848343608007,-0.0515902049666584,0.268646779026725,-0.533207325922873,0.957498842565706,1.49070616848858,2.02702702702703,2.27160954560466,0.0111640518469538,0.822442675099156,0.161429265671667,0.2
GOAWE,marche spontanee,1,25,2024-09-19T15:50:30Z,2024-09-19T15:50:34.966667Z,0.0212156179696176,0.251823479347154,-0.0334600732184642,0.24381219290073,-0.451181284011117,0.621602663783432,1.07278394779455,1.82432432432432,1.90757431515189,0.00114162153050741,0.820671223305895,0.169083586482677,0.18
GOAWE,marche spontanee,1,26,2024-09-19T15:50:35Z,2024-09-19T15:50:39.966667Z,0.0213991409712151,0.235923139398527,-0.0465014959122466,0.223817281259246,-0.438170318251169,0.613167410794982,1.05133772904615,1.82432432432432,1.90958539626454,0.000494928410178497,0.855698408888716,0.136497239128148,0.16
GOAWE,marche spontanee,1,27,2024-09-19T15:50:40Z,2024-09-19T15:50:44.966667Z,0.000885668345108311,0.195931248295951,-0.054082035629399,0.163006443668956,-0.285509917516635,0.501073079554282,0.786582997070918,1.82432432432432,1.73231941486193,0.000249297779821908,0.809682675974036,0.180752509730373,0.18
GOAWE,marche spontanee,1,28,2024-09-19T15:50:45Z,2024-09-19T15:50:49.966667Z,0.0104549777208692,0.19899370555757,-0.0343113718152053,0.218243639459609,-0.334754842898252,0.534613255433999,0.869368098332251,1.82432432432432,1.76119881588274,0.00213841810236679,0.78868082814013,0.196477614508607,0.126666666666667
GOAWE,marche spontanee,1,29,2024-09-19T15:50:50Z,2024-09-19T15:50:54.966667Z,0.00733525484328597,0.250236014840967,-0.0499535792921732,0.24669217184565,-0.426619208999888,0.61533887315143,1.04195808215132,2.02702702702703,2.2323179496785,0.00652841362233553,0.83934602379299,0.145668572426847,0.173333333333333
GOAWE,marche spontanee,1,30,2024-09-19T15:50:55Z,2024-09-19T15:50:59.966667Z,0.0183772025703913,0.241536839451061,-0.0210656379629744,0.244671024467062,-0.470909433935256,0.604242518885241,1.0751519528205,1.82432432432432,2.0849852082158,0.00553569328144272,0.881213407227777,0.104765326555131,0.173333333333333
GOAWE,marche spontanee,1,31,2024-09-19T15:51:00Z,2024-09-19T15:51:04.966667Z,0.0084661878131059,0.226344127090643,-0.0587410004215604,0.201303283846036,-0.335680774585504,0.699974690957645,1.03565546554315,1.82432432432432,1.83150981015182,0.00102200981282493,0.870490253477495,0.121501855773819,0.12
GOAWE,marche spontanee,1,32,2024-09-19T15:51:05Z,2024-09-19T15:51:09.966667Z,-0.00594268154398287,0.168899721088295,-0.0566807185889842,0.134712246575256,-0.297838145530066,0.539534430432177,0.837372575962243,1.82432432432432,2.99642861660811,0.00127054374910392,0.650882699376111,0.323495615808881,0.14
GOAWE,marche spontanee,1,33,2024-09-19T15:51:10Z,2024-09-19T15:51:14.966667Z,0.00583577797245285,0.192464433994758,-0.0469937948486506,0.174310451619692,-0.370517197077589,0.518638897381043,0.889156094458631,1.82432432432432,2.07487310528792,0.00556961148267572,0.788362842736085,0.193193021809292,0.193333333333333
