participant_id,activity,phase,window_id,start_time,end_time,sd_ENMO,dom_freq,energy_band_1,median_ENMO
BIRRO,marche lente,1,1,2024-09-19T15:45:00Z,2024-09-19T15:45:04.966667Z,0.270437518782886,1.82432432432432,0.0027946500748439,0.0184379899456579
BIRRO,marche lente,1,2,2024-09-19T15:45:05Z,2024-09-19T15:45:09.966667Z,0.288110994165455,1.82432432432432,0.00419328254650322,-0.0222277681070113
BIRRO,marche lente,1,3,2024-09-19T15:45:10Z,2024-09-19T15:45:14.966667Z,0.322336371440333,1.82432432432432,0.000373837054035782,0.0127406575095835
BIRRO,marche lente,1,4,2024-09-19T15:45:15Z,2024-09-19T15:45:19.966667Z,0.329117762874124,1.82432432432432,0.00240941016940267,0.0208188044245093
BIRRO,marche lente,1,5,2024-09-19T15:45:20Z,2024-09-19T15:45:24.966667Z,0.363333560799089,1.82432432432432,0.000279143953169214,0.0662210040603117
BIRRO,marche lente,1,6,2024-09-19T15:45:25Z,2024-09-19T15:45:29.966667Z,0.349906256791529,1.82432432432432,0.00103871725895331,0.0257852094692392
BIRRO,marche lente,1,7,2024-09-19T15:45:30Z,2024-09-19T15:45:34.966667Z,0.324017299971527,1.82432432432432,0.0026247680131445,0.00974929992416584
BIRRO,marche lente,1,8,2024-09-19T15:45:35Z,2024-09-19T15:45:39.966667Z,0.35094127180455,1.82432432432432,0.000296861462839655,0.0151847339070474
BIRRO,marche lente,1,9,2024-09-19T15:45:40Z,2024-09-19T15:45:44.966667Z,0.339933212985942,1.82432432432432,0.000523617514554882,0.0231198726738091
BIRRO,marche lente,1,10,2024-09-19T15:45:45Z,2024-09-19T15:45:49.966667Z,0.315423100573582,1.82432432432432,0.000837939730345473,0.0339612294060752
BIRRO,marche lente,1,11,2024-09-19T15:45:50Z,2024-09-19T15:45:54.966667Z,0.278194931259358,1.82432432432432,0.0071612173372271,0.0133494787364852
BIRRO,marche lente,1,12,2024-09-19T15:45:55Z,2024-09-19T15:45:59.966667Z,0.360009083276628,1.82432432432432,0.000278776184938742,0.0200625030584751
